	name	latitude	longitude	scores	category	price
125235	联华复星药房(株洲店)	31.284804263476218	121.4672692872669	-	shops	0
125236	联华复星药房(水电路药柜)	31.302873724379737	121.47684148660551	-	shops	0
125238	生生堂(虹口店)	31.30506056035648	121.4806303823801	-	shops	0
125240	汶水国药号(水电路店)	31.29482184199495	121.47895243435563	-	shops	0
125241	秀秀花艺屋	31.28998572137943	121.48312440298538	-	shops	0
125242	澜坊燕窝	31.29766941097197	121.48477055591056	-	shops	0
125244	特百惠(虹口店)	31.302925883229566	121.4776211540395	-	shops	0
125245	鸿征水果大卖场	31.304935808538453	121.48348238721736	-	shops	0
125246	源馨茶业	31.30221529142522	121.47731014772516	-	shops	0
125248	源丰泰参茸大卖场(万安路店)	31.309838436407063	121.48810838685	-	shops	0
125249	西门子助听器(逸仙路店)	31.30772041761028	121.4888411864846	-	shops	0
125250	木溪茗茶	31.307883318946114	121.48882912948035	-	shops	0
125256	DIADORA(广灵店)	31.290111794791375	121.4828213265131	-	shops	0
125261	福沁床上用品(凉城路店)	31.305702876430043	121.47293403232788	-	shops	0
125264	百味灵	31.288001033690215	121.48086465671004	-	shops	0
125265	山东炒货大卖场	31.28689495733702	121.47997766444816	-	shops	0
125267	旺客隆果业(广灵一路店)	31.288001033690215	121.48086465671004	-	shops	0
125268	俊红烟酒商店	31.28839372398914	121.47798866054161	-	shops	0
125270	回力(广灵二路店)	31.291000421528764	121.47896681081674	-	shops	0
125271	兄弟羊毛店	31.28689495733702	121.47997766444816	-	shops	0
125272	福赐菜场	31.304935808538453	121.48348238721736	-	shops	0
125273	沙丁鱼凉城店	31.291646862667854	121.47197504503931	-	shops	0
125277	奥丽侬内衣专卖店(广灵路店)	31.288001033690215	121.48086465671004	-	shops	0
125278	艺文花木商店	31.294355387304158	121.4695749164884	-	shops	0
125279	世纪华联(车站南路店)	31.30239007389054	121.47761417593556	-	shops	0
125280	蓝小洪水果店	31.305085797191968	121.47860234719332	-	shops	0
125281	荣青鞋业	31.310061400846948	121.48299021690822	-	shops	0
125283	群英便利店	31.30471168011873	121.48271570881928	-	shops	0
125284	华联超市(广灵二路店)	31.29046320691859	121.48057543853002	-	shops	0
125285	真丝特卖	31.2978292389109	121.4726628024364	-	shops	0
125288	蓝星文具店	31.294640792683	121.47890930074973	-	shops	0
125289	亨瑞办公用品(汶水路店)	31.302398683571802	121.46228116025316	-	shops	0
125290	启廷保健(广灵一路店)	31.288024493945635	121.48067900764286	-	shops	0
125291	酒老板(水电路店)	31.289963070302377	121.47833873166053	-	shops	0
125293	梦幻书屋	31.29076350052248	121.47860658691067	-	shops	0
125294	波波日单女装工作室	31.28209200033199	121.47644591419242	-	shops	0
125295	南北干货批发部	31.28743713838323	121.48047033112357	-	shops	0
125296	百惠缘果业	31.290388016881447	121.4825904920537	-	shops	0
125297	家得利超市(凉城店)	31.294867079181323	121.47216540093778	-	shops	0
125298	李氏果业	31.29345198895672	121.48404535272934	-	shops	0
125299	贝拉维拉(车站南路店)	31.30239627924174	121.47733120442811	-	shops	0
125301	恋居网	31.294702742520332	121.48275168990324	-	shops	0
125302	诗慕华(凉城店)	31.290015708302253	121.47129794350612	-	shops	0
125303	衣乐衣外贸服饰	31.290008818372048	121.47133807665207	-	shops	0
125305	名特食品	31.305154511463638	121.47600644214602	-	shops	0
125306	玖尊酒业	31.308786893235087	121.48846474964996	-	shops	0
125307	鑫隆烟酒商行	31.297170388704743	121.47947704932035	-	shops	0
125308	华伊饰品	31.297170388704743	121.47947704932035	-	shops	0
125310	饰水情缘	31.29025627355	121.4819663142663	-	shops	0
125311	广灵呢绒绸缎商店	31.293981357488878	121.48042461281368	-	shops	0
125313	迪亚天天(广灵二村店)	31.293825354649393	121.48422294794412	-	shops	0
125314	儿童食品	31.280989683855584	121.46836814776303	-	shops	0
125316	东胡庆余堂国药号(虹口百联店)	31.280989683855584	121.46836814776303	-	shops	0
125317	361°(虹口车站北路店)	31.25112312440137	121.4834227672856	-	shops	0
125318	啊呀呀(凉城路店)	31.304182385307985	121.47290305928587	-	shops	0
125320	三角地名特食品	31.304935808538453	121.48348238721736	-	shops	0
125321	ESPRIT(虹口东方商厦店)	31.280989683855584	121.46836814776303	-	shops	0
125322	艾格(虹口东方商厦店)	31.280989683855584	121.46836814776303	-	shops	0
125323	自然元素(虹口百联店)	31.280989683855584	121.46836814776303	-	shops	0
125325	星之物语	31.303404811892143	121.4729482770015	-	shops	0
125326	尚品衣库	31.290855398033564	121.47893772266912	-	shops	0
125327	萱萱综合商店	31.27626389259586	121.4755302973733	-	shops	0
125328	九和堂药房(凉城店)	31.303780528896983	121.47289807711243	-	shops	0
125329	鑫基(凉城路店)	31.301650377251736	121.47327150835184	-	shops	0
125333	开开羊毛衫(车站南路店)	31.302925883229566	121.4776211540395	-	shops	0
125336	复美大药房	31.308024471283442	121.46745187669306	-	shops	0
125337	奥康(车站南路店)	31.30259426032079	121.48332202227773	-	shops	0
125339	鑫基现代农业	31.301951215279963	121.47325542873203	-	shops	0
125340	嘉璐	31.30251890002716	121.47685456169992	-	shops	0
125341	昌盛杂品商店	31.308312432315823	121.47424420364008	-	shops	0
125342	依莎名品	31.309475948059312	121.48310165896378	-	shops	0
125353	启廷保健(凉城店)	31.305180082742684	121.47549369712674	-	shops	0
125354	润珍茶业	31.307112807993363	121.47817570282224	-	shops	0
125355	良纯羊绒羊毛店	31.305206931592682	121.47435183252229	-	shops	0
125357	闽鑫茗茶	31.305096800345368	121.4757415460601	-	shops	0
125358	森蜂园(车站南路店)	31.302372466126094	121.4784630989281	-	shops	0
125359	鹊桥金店	31.309140074611808	121.4831006842195	-	shops	0
125361	农工商(新市北路店)	31.309621579758545	121.48333948372324	-	shops	0
125363	全家便利店(大柏树站店)	31.298394000780142	121.49251817449095	-	shops	0
125364	韩の依	31.293886475126	121.47868960638793	-	shops	0
125365	中州文具店	31.30184486424867	121.48308324583414	-	shops	0
125367	琳格格格子铺	31.290263146757894	121.48192316254121	-	shops	0
125368	L&G(广灵二路店)	31.290263146757894	121.48192316254121	-	shops	0
125370	珍珍服饰	31.28771951534558	121.48064290793549	-	shops	0
125371	东大滩	31.28743713838323	121.48047033112357	-	shops	0
125372	鑫久装饰	31.28689495733702	121.47997766444816	-	shops	0
125374	红帆服饰	31.28689495733702	121.47997766444816	-	shops	0
125375	宜多鞋服	31.28686005979449	121.48035999646731	-	shops	0
125376	小草屋(广灵一路店)	31.290057534462534	121.48133211260891	-	shops	0
125377	Flyingangle	31.302100153988466	121.47325441256	-	shops	0
125378	大谷茗茶	31.293238968275325	121.47225283114643	-	shops	0
125379	尚层衣坊	31.292388741096474	121.47204120098662	-	shops	0
125380	三点水(凉城路店)	31.29193289004756	121.47202819691135	-	shops	0
125381	壶缘茶情	31.291578865887264	121.47196602092777	-	shops	0
125382	Miss Yuppie	31.291457866281892	121.47194797142024	-	shops	0
125383	品衣坊(凉城路店)	31.291410909540403	121.47195700541906	-	shops	0
125384	恒源祥袜子	31.298933526518447	121.46489755900171	-	shops	0
125386	思民大药房	31.276170811479155	121.47656884029062	-	shops	0
125387	国大药房(同丰路店)	31.28184030174613	121.46988299631157	-	shops	0
125389	玥玥时尚	31.30964562752556	121.48301333373162	-	shops	0
125390	婵之云(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125391	卓诗尼(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125392	如日东升农家坊(广灵四路店)	31.294977967544863	121.47580262031707	-	shops	0
125393	俞坞茶庄(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125394	如日东升农家坊(公安街店)	31.309258148082336	121.48140472585848	-	shops	0
125395	同心水果店	31.27597527701824	121.47634710052742	-	shops	0
125396	百味林(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125399	锦文书店	31.307114725437653	121.4955734392206	-	shops	0
125401	欧味多(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125402	苏州真丝衫	31.296922113881124	121.47969783608055	-	shops	0
125403	紫罗兰(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125404	啄木鸟(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125405	美国骆驼(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125406	花花公子(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125407	宝岛眼镜(广灵二路店)	31.302925883229566	121.4776211540395	-	shops	0
125409	力亨针织服饰	31.289691559513848	121.48128899323272	-	shops	0
125410	金粉世家929	31.30714024326924	121.48254490144458	-	shops	0
125411	正广和盐汽水	31.290522221670088	121.46660367160526	-	shops	0
125413	罗森(广灵四路店)	31.293822771536462	121.48367702176304	-	shops	0
125419	原野风	31.28604758132096	121.48007507525082	-	shops	0
125420	外贸品牌折扣店店	31.292270931673816	121.47209438768802	-	shops	0
125422	东方眼镜(凉城路店)	31.30359270568724	121.47293622061443	-	shops	0
125424	北极新秀(广灵二路店)	31.290185604471205	121.48241890704553	-	shops	0
125425	箱包店	31.289601536703792	121.48091870847881	-	shops	0
125428	兄弟果品店	31.30487939108524	121.47263610879327	-	shops	0
125429	上海禾捷烟酒商店	31.274004154042125	121.48097323067473	-	shops	0
125431	同心裤行	31.274458889025034	121.48024666161358	-	shops	0
125432	时尚女孩	31.274634815698974	121.4798954263427	-	shops	0
127008	迪卡侬(共和新路店)	31.305034354904084	121.45061959752476	26	shops	304
127009	BONI(延长中路店)	31.27894156662501	121.45604475750524	26	shops	657
127010	emoi基本生活(大宁国际店)	31.28243847157457	121.45254972667118	27	shops	138
127011	可乐惠	31.295820386792826	121.41685102181751	28	shops	516
127012	大宁国际商业广场	31.281801471024114	121.45519009021257	22	shops	207
127014	芳伽鞋业工厂店(汶水路店)	31.298505780646266	121.43593390406149	24	shops	379
127015	优衣库(大宁国际店)	31.283005309688985	121.4548901430683	22	shops	218
127016	宝岛眼镜(大宁店)	31.282963127828648	121.45342407273621	22	shops	640
127017	时间廊(大宁国际店)	31.28239316206545	121.45425241399094	23	shops	0
127018	ESPRIT(大宁国际店)	31.28243847157457	121.45254972667118	23	shops	421
127019	Login(大宁国际店)	31.28243847157457	121.45254972667118	22	shops	312
127020	Teenie Weenie(大宁店)	31.28243847157457	121.45254972667118	25	shops	761
127021	鞋柜(大宁店)	31.282963127828648	121.45342407273621	24	shops	176
127022	大润发(大宁店)	31.28243847157457	121.45254972667118	21	shops	142
127024	C&A(大宁店)	31.28161302538883	121.45495344091223	19	shops	189
127025	寰宇模型(大宁店)	31.28243847157457	121.45254972667118	24	shops	0
127026	电玩巴士(大宁国际店)	31.28243847157457	121.45254972667118	21	shops	1870
127027	圣晶天然水晶(大宁国际店)	31.28335134155319	121.4540577904421	24	shops	324
127028	热风(大宁店)	31.28335134155319	121.4540577904421	21	shops	273
127030	Oasis(大宁国际店)	31.28161302538883	121.45495344091223	24	shops	0
127031	Swatch(大宁店)	31.28243847157457	121.45254972667118	28	shops	1290
127032	当当书店	31.283814092619807	121.43266790026895	20	shops	0
127034	上海书刊交易市场	31.27453755943511	121.44702298739779	20	shops	0
127037	ELAND(大宁店)	31.28243847157457	121.45254972667118	25	shops	1000
127038	LEVI'S(大宁店)	31.28243847157457	121.45254972667118	19	shops	0
127039	Mind Bridge(大宁国际店)	31.28243847157457	121.45254972667118	24	shops	1060
127040	UNISEX(大宁店)	31.28239316206545	121.45425241399094	18	shops	726
127041	欧时力(大宁广场店)	31.28243847157457	121.45254972667118	22	shops	696
127042	艾格(大宁店)	31.28243847157457	121.45254972667118	20	shops	317
127043	Acupuncture(大宁店)	31.28243847157457	121.45254972667118	27	shops	740
127044	乐眸眼镜	31.270118337072066	121.47217455288654	27	shops	1480
127049	罗森(延长路店)	31.28074946076675	121.46146955442858	28	shops	9
127050	IN BASE(大宁店)	31.282783905853474	121.45328671060845	19	shops	113
127051	ONLY(大宁店)	31.28243847157457	121.45254972667118	22	shops	472
127054	教育超市(广中路店)	31.287618409143498	121.45884913269376	24	shops	0
127055	TATA(大宁店)	31.282963127828648	121.45342407273621	20	shops	381
127057	nike工厂店(共和新路店)	31.28243847157457	121.45254972667118	18	shops	369
127058	Ebase(大宁店)	31.28243847157457	121.45254972667118	16	shops	278
127061	卡宾(大宁国际店)	31.283196799203047	121.45423830535886	16	shops	0
127062	茶茶数码	31.27990136485932	121.45788998897297	18	shops	0
127063	108创意广场	31.27470548432287	121.46919938039093	18	shops	0
127064	SPORT 100(大宁国际店)	31.282783905853474	121.45328671060845	17	shops	344
127066	Jack&Jones(大宁店)	31.28243847157457	121.45254972667118	17	shops	424
127070	天美意(大宁店)	31.28243847157457	121.45254972667118	20	shops	325
127072	isgoogol潮人T恤品牌店(大宁店)	31.282937454423987	121.45310620221409	18	shops	0
127074	班尼路(大宁店)	31.282937454423987	121.45310620221409	17	shops	140
127075	Bench Body(大宁店)	31.28243847157457	121.45254972667118	19	shops	0
127076	屈臣氏(大宁店)	31.28243847157457	121.45254972667118	18	shops	84
127077	VERO MODA(大宁国际店)	31.28243847157457	121.45254972667118	18	shops	480
127079	城大灯具城	31.304118983813186	121.45171259025436	17	shops	1177
127080	贝拉维拉(大宁店)	31.28335134155319	121.4540577904421	15	shops	306
127082	华氏大药房(大宁店)	31.28243847157457	121.45254972667118	16	shops	0
127083	达芙妮(大宁国际店)	31.282963127828648	121.45342407273621	16	shops	228
127084	Q`GGLE(大宁店)	31.28161302538883	121.45495344091223	16	shops	0
127085	PUMA(大宁国际店)	31.282783905853474	121.45328671060845	17	shops	0
127087	上佳家具商厦	31.277083985317738	121.45173799527602	14	shops	15000
127088	卜蜂莲花(汶水路店)	31.296069175453738	121.42789159174109	15	shops	132
127089	雅谷酒店用品批发市场	31.269706115725686	121.46472252405205	16	shops	0
127090	宏图三胞(大宁店)	31.28243847157457	121.45254972667118	13	shops	0
127091	NET(大宁国际店)	31.28243847157457	121.45254972667118	11	shops	0
127092	风华一条街	31.27891037411442	121.46235440634962	15	shops	29
127093	三星(大宁店)	31.28243847157457	121.45254972667118	14	shops	0
127094	播(大宁店)	31.28243847157457	121.45254972667118	12	shops	0
127095	哈森(大宁店)	31.28243847157457	121.45254972667118	13	shops	0
127096	Crocs(大宁一店)	31.28243847157457	121.45254972667118	15	shops	0
127097	时尚基地	31.282937454423987	121.45310620221409	11	shops	0
127098	百丽(大宁国际店)	31.28243847157457	121.45254972667118	15	shops	0
127099	苏宁电器(延长路店)	31.27726426591863	121.45190743555997	10	shops	0
127100	V-one(大宁店)	31.28243847157457	121.45254972667118	9	shops	0
127102	格格屋(延长店)	31.278499192742103	121.45398300189771	5	shops	0
127103	联华超市(大宁店)	31.284408665626053	121.45620674760433	5	shops	0
127104	耐克(大宁折扣店)	31.28243847157457	121.45254972667118	-	shops	570
127106	美西时尚	31.291696056338242	121.45177783969189	-	shops	1018
127111	王子百货	31.278173130553885	121.45389177729903	-	shops	0
127112	玫瑰鲜花店	31.276145020519643	121.42480060516779	-	shops	0
127113	新雅粤菜馆食品连锁(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127114	安睡宝(共和新路店)	31.28922422146299	121.45688126493074	-	shops	0
127115	TRENDIANO(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127116	CAT(大宁国际店)	31.282783905853474	121.45328671060845	-	shops	0
127117	百茶堂	31.275464594642738	121.45761757944878	-	shops	0
127118	好运大药房	31.278476158948763	121.45114228112043	-	shops	0
127119	Vans(大宁店)	31.282783905853474	121.45328671060845	-	shops	0
127120	新视眼镜厂(永和路店)	31.295944974511507	121.44280196916397	-	shops	78
127121	凯撒琳灯饰	31.304118983813186	121.45171259025436	-	shops	0
127122	泰昌阳光灯饰	31.304118983813186	121.45171259025436	-	shops	0
127123	中环永新国际广场	31.2996193689998	121.42926153055188	-	shops	0
127124	钟书书店(大宁店)	31.279172724904015	121.44655843057352	-	shops	0
127126	哥弟(延长中路店)	31.277815109778544	121.45241576220674	-	shops	0
127127	PLORY(大宁店)	31.28239316206545	121.45425241399094	-	shops	0
127131	品品香茶叶	31.275427313829248	121.45835573458257	-	shops	203
127132	亚历克斯灯饰	31.304118983813186	121.45171259025436	-	shops	0
127133	景宇相框(灵石路店)	31.291003924299027	121.44278134980449	-	shops	0
127134	好记大闸蟹	31.281993583943944	121.45617185642196	-	shops	0
127135	ALPHA EDEN(大宁国际店)	31.282963127828648	121.45342407273621	-	shops	0
127136	罗森(延长中路店)	31.274983843683284	121.4482901466693	-	shops	0
127137	小强数码	31.282246006441056	121.45596123472758	-	shops	0
127138	大脚丫(灵石路店)	31.279109203613906	121.42709680755215	-	shops	0
127140	361°(共和新路店)	31.28243847157457	121.45254972667118	-	shops	0
127141	水星家纺(大宁国际店)	31.283196799203047	121.45423830535886	-	shops	0
127143	Ebase Garcons(大宁店)	31.283129280613036	121.45490016047745	-	shops	0
127144	古今内衣(延长中路店)	31.27841156964983	121.45367916886458	-	shops	0
127147	别样红大药房(广中路店)	31.280761500316594	121.43422108788677	-	shops	0
127148	罗森(平型关路店)	31.29043552527844	121.45981174027011	-	shops	0
127149	复美大药房(新灵店)	31.291349772524086	121.45205160725236	-	shops	0
127150	国大药房(柳营路店)	31.27356129661457	121.46424971664706	-	shops	0
127151	海王星辰药房(平型关路店)	31.28214510413312	121.46360497618008	-	shops	0
127152	雷允上(共和新路店)	31.283375403721784	121.45545269533699	-	shops	0
127154	斯尔丽(延长中路店)	31.277844218966635	121.452472914821	-	shops	0
127155	匡威(大宁热风店)	31.28335134155319	121.4540577904421	-	shops	0
127156	宫品海参(共和新路店)	31.289374884688645	121.45675990298652	-	shops	2458
127157	湖中岛阳澄湖大闸蟹	31.28787833685021	121.45352893699268	-	shops	207
127158	丝界(延长路店)	31.278259417394725	121.45404018117515	-	shops	0
127159	M&G晨光文具(延长路店)	31.27882177731689	121.45476816215708	-	shops	0
127160	FIVE PLUS+(大宁广场店)	31.28243847157457	121.45254972667118	-	shops	0
127161	豪莱名灯(共和新路店)	31.304118983813186	121.45171259025436	-	shops	0
127162	鸭鸭羽绒服	31.27798932977798	121.45348667454248	-	shops	0
127163	芙维儿(大宁店)	31.278174093108092	121.45387473001917	-	shops	0
127165	IIXVIIX(延长路店)	31.282999000221185	121.46570045511862	-	shops	0
127166	56生活广场	31.273452901588964	121.46953758867167	-	shops	0
127167	松伟灯饰(共和新路店)	31.304118983813186	121.45171259025436	-	shops	0
127168	唯爱伊花艺	31.276145020519643	121.42480060516779	-	shops	0
127169	万荣菜场	31.29509774343709	121.43764569564608	-	shops	0
127170	花姐姐鲜花店	31.276145020519643	121.42480060516779	-	shops	0
127171	全家便利店(延长路店)	31.281211547570862	121.46158486428135	-	shops	0
127172	俏琳	31.278121762484687	121.45371228533922	-	shops	0
127173	Binkee	31.281205470262734	121.4623752726529	-	shops	0
127174	SURFERS PARADISE	31.282937454423987	121.45310620221409	-	shops	0
127175	捷安特(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127176	沃尔玛(志丹路店)	31.27720314211764	121.43214652030102	-	shops	0
127177	傲都体育用品	31.27544766070306	121.47201857830233	-	shops	0
127178	SKAGEN(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127180	POLO保罗	31.279679045586057	121.4581447511455	-	shops	0
127183	宝尊	31.30127129752537	121.44248076535517	-	shops	0
127184	澄湖之星阳澄湖大闸蟹(闸北公园...	31.282387172866667	121.46447666549138	-	shops	0
127188	鲜花城	31.276145020519643	121.42480060516779	-	shops	0
127189	竞步健康生活馆(宜川路店)	31.278384543378802	121.4401114207219	-	shops	0
127191	芝林大药房(晋城路店)	31.289060336100604	121.429038076466	-	shops	0
127193	Texwood(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127194	THE NORTH FACE(大宁店)	31.283196799203047	121.45423830535886	-	shops	0
127195	联华超市(平型关路店)	31.282976394072477	121.46264394313553	-	shops	0
127196	湖州丝绸(延长中路店)	31.27799435149923	121.45349770448495	-	shops	0
127198	优玛家纺	31.2811097978738	121.44596780659536	-	shops	0
127199	德祥眼镜世界	31.269535181092657	121.47052716181402	-	shops	0
127200	谷密约花店	31.27685916368161	121.42523718011921	-	shops	0
127201	美联眼镜	31.269508947351966	121.47043486111701	-	shops	0
127202	海王星辰健康药房(平型关路店)	31.28214510413312	121.46360497618008	-	shops	0
127203	曼妮芬(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127204	F1 JEANS(大宁店)	31.281639014559907	121.45449916678155	-	shops	0
127205	思乐桌游	31.283005309688985	121.4548901430683	-	shops	0
127207	联华快客(福利店)	31.28243285820237	121.46435829221696	-	shops	0
127208	北翼国大药材医药(和田药房)	31.27589548056094	121.46229047034076	-	shops	0
127209	喜士多(延长中路店)	31.27833538445561	121.4535788987871	-	shops	0
127210	华氏大药房(延新药店)	31.286067129654548	121.45447170787322	-	shops	0
127211	一德大药房(永诚药店)	31.29121205616595	121.42504364656912	-	shops	0
127212	龙群菜市场	31.290687219447715	121.44114564889773	-	shops	0
127213	上海皮鞋厂(灵石路店)	31.27926933250894	121.42727307037009	-	shops	0
127214	欧点(延长店)	31.277787036423472	121.45237565584605	-	shops	0
127215	灿枫电脑馆	31.28906736189	121.42906211586863	-	shops	0
127216	司派罗(延长店)	31.27126439092392	121.43816384935512	-	shops	0
127217	康培尔服装门市部	31.283311404000376	121.46551584591394	-	shops	0
127218	MERRELL(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127219	I.P.ZONE(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127220	向日葵花坊	31.276145020519643	121.42480060516779	-	shops	0
127222	新雅粤菜馆食品连锁(平型关路店)	31.280544200805327	121.46458215344931	-	shops	0
127223	Hesaways(延长路店)	31.27821422020276	121.45394090983979	-	shops	0
127224	迪亚天天(和田路店)	31.27449262600538	121.4637360403849	-	shops	0
127226	DAZZLE(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127228	三枪(延长中路店)	31.278149018647536	121.45383562395645	-	shops	0
127229	衣族馆	31.27817605307707	121.45385667988852	-	shops	0
127230	BASIC HOUSE(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127232	复星药业	31.298356437913395	121.43566237530005	-	shops	0
127233	外贸成衣	31.285092210943446	121.45478165875161	-	shops	0
127234	星期六(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127235	飞利浦专卖	31.304118983813186	121.45171259025436	-	shops	0
127236	上海绿源	31.304118983813186	121.45171259025436	-	shops	0
127237	华泰照明	31.304118983813186	121.45171259025436	-	shops	0
127238	雅诺斯灯饰	31.30460659999301	121.4516203002719	-	shops	0
127239	开元来美	31.304118983813186	121.45171259025436	-	shops	0
127240	牧羊人灯饰	31.304118983813186	121.45171259025436	-	shops	0
127241	新丽金灯饰	31.304118983813186	121.45171259025436	-	shops	0
127242	新润壹品(大宁路店)	31.278347823387733	121.4453685833206	-	shops	0
127243	鞋柜(延长中路店)	31.278465654869425	121.45418857548887	-	shops	0
127244	Highness(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127245	麦考林(大宁店)	31.282937454423987	121.45310620221409	-	shops	0
127247	罗森(万荣路店)	31.301769085802487	121.44247170130893	-	shops	0
127249	Geox(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127250	卡西欧(大宁国际商业广场店)	31.28243847157457	121.45254972667118	-	shops	0
127251	森蜂园(卜蜂莲花店)	31.295337332028968	121.4294772658477	-	shops	0
127252	One  Piece	31.282937454423987	121.45310620221409	-	shops	0
127253	铭品鞋	31.282246006441056	121.45596123472758	-	shops	0
127255	凯天参源(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127256	干巴家居(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127257	一水间(大宁国际店)	31.28243847157457	121.45254972667118	-	shops	0
127258	全家便利店(高平路店)	31.294754509664113	121.42943123901995	-	shops	0
127259	全家便利店(彭浦文化中心店)	31.29100646417491	121.4413651145061	-	shops	0
127260	回力(共和新路店)	31.28624798297958	121.45443859988745	-	shops	0
127262	喜士多(永和路店)	31.295382426918938	121.4295704192031	-	shops	0
127264	山石久渡(108创意广场店)	31.274361723625645	121.4680858060234	-	shops	0
127266	全家便利店(万荣路店)	31.289424737970233	121.44508794433732	-	shops	0
127267	阳光水果大卖场	31.292457856240116	121.43136979652226	-	shops	0
127268	全家便利店(平型关路店)	31.275252762005408	121.46901172387979	-	shops	0
127269	农工商(青云路店)	31.270031004440895	121.47203710398196	-	shops	0
127270	捷强连锁(平型关店)	31.282167866332973	121.46351268861801	-	shops	0
127271	国大药房(沪太路店)	31.283890619105847	121.43233828855814	-	shops	0
127274	Columbia(大宁国际店)	31.281639014559907	121.45449916678155	-	shops	0
127275	趣逛小商品	31.275970974870546	121.46209586976497	-	shops	0
127276	仙妮蕾德养生馆(宜川路店)	31.27889171318697	121.44034088174844	-	shops	0
127277	小玉的店	31.280699132617066	121.46090886470456	-	shops	0
127278	Icecube	31.28243847157457	121.45254972667118	-	shops	0
127279	Pandodo	31.28403258241414	121.4552049394939	-	shops	0
127281	新吉美容美发	31.285539572308334	121.45592685277154	-	shops	0
127282	Gismo(大宁店)	31.28243847157457	121.45254972667118	-	shops	0
127283	大方亮(延长路店)	31.282170613271823	121.46381462373276	-	shops	0
127284	天使园(大宁店)	31.282199733888408	121.45447705666803	-	shops	0
127285	SHINING STYLE美钻工作室	31.289374884688645	121.45675990298652	-	shops	0
127287	大江上选(延长中路店)	31.27508215324025	121.44846759125087	-	shops	0
127288	M立方	31.28067297015893	121.46125290524786	-	shops	0
127289	九尊堂	31.278531873591866	121.44210888381399	-	shops	0
127290	可的(海发店)	31.27876139442895	121.4545826483243	-	shops	0
127291	可的(和田店)	31.275332057423654	121.4628381972003	-	shops	0
127292	可的(平型关店)	31.282903300495207	121.46300104660595	-	shops	0
127293	迪亚天天(阳城路店)	31.292326612939007	121.42953662803167	-	shops	0
127294	联华快客(盛和店)	31.27229417697247	121.46518475088149	-	shops	0
127295	可的(延二店)	31.28015176514288	121.45853986713185	-	shops	0
127296	联华快客(万荣店)	31.29819392176149	121.44327687940284	-	shops	0
127297	联华快客(万荣路二店)	31.298118892579776	121.44324380862179	-	shops	0
127298	联华快客(大宁店)	31.282032349233234	121.45607457579521	-	shops	0
127299	联华快客(泛亚店)	31.288932093603375	121.45453263059947	-	shops	0
127300	联华快客(歌林店)	31.2811097978738	121.44596780659536	-	shops	0
127301	联华快客(广荣店)	31.28736365757507	121.44000440714478	-	shops	0
127302	联华快客(和宁店)	31.282032349233234	121.45607457579521	-	shops	0
127303	好德便利(大宁路店)	31.279820738620522	121.44824962500331	-	shops	0
127304	联华快客(延长店)	31.279679045586057	121.4581447511455	-	shops	0
127305	联华快客(延荣店)	31.278121901579684	121.45377646267497	-	shops	0
127306	联华快客(阳城店)	31.29201509034148	121.42539409175201	-	shops	0
127307	好德便利(广盛店)	31.284600814349005	121.43343425918773	-	shops	0
127308	伍缘(灵石路店)	31.286742059989077	121.43562330673564	-	shops	0
127309	伍缘(沪太路店)	31.290687219447715	121.44114564889773	-	shops	0
127310	联华快客(锦灏店)	31.279650862384983	121.45762624371102	-	shops	0
127311	好德便利(景瑞店)	31.272752017260174	121.47720129541128	-	shops	0
127312	联华快客(灵石店)	31.283854454000082	121.43220304497966	-	shops	0
127313	联华快客(灵石二店)	31.29125515608143	121.45221505719881	-	shops	0
127314	联华快客(灵石一店)	31.275899074605046	121.42475155561208	-	shops	0
127315	良友金伴(宝兴店)	31.277834781458704	121.47019034549793	-	shops	0
127316	良友金伴(北宝兴路店)	31.278342581572073	121.4694368409195	-	shops	0
127317	良友金伴(大宁店)	31.284273467615854	121.45519789886895	-	shops	0
127318	北翼国大药材医药(延长中路药房)	31.279091576947973	121.45563056825532	-	shops	0
