	name	latitude	longitude	scores	category	price
6862	衣秀坊	31.237453481247012	121.46943233226133	-	shops	0
6863	江阴路花鸟店	31.237416485000352	121.46942731911298	-	shops	0
6864	小无锡养心店	31.237382540106093	121.4694423710186	-	shops	0
6865	小宋金鱼批发部	31.237451661479305	121.46950055454963	-	shops	0
6866	文凯火艺轩	31.23724770210905	121.46948050673677	-	shops	0
6867	雄豪水族用品批发部	31.237154884507007	121.4695336879013	-	shops	0
6868	凤阳龟馆	31.23744692767362	121.46960088183359	-	shops	0
6869	楚楚服饰	31.23662120858639	121.47549155627365	-	shops	0
6870	百姓农超(凤阳路店)	31.24042216317151	121.46635819357695	-	shops	0
6871	培缘鸣虫行	31.237154884507007	121.4695336879013	-	shops	0
6872	德宝轩	31.237154884507007	121.4695336879013	-	shops	0
6873	金龙奇石	31.237154884507007	121.4695336879013	-	shops	0
6874	明明虫行	31.2374527265006	121.46990487330915	-	shops	0
6875	一明杂货店	31.237465868854578	121.46996105576642	-	shops	0
6876	寻声园水族	31.23747400297129	121.4700132256108	-	shops	0
6877	树林花鱼虫行	31.237512277248435	121.47012358330797	-	shops	0
6878	艺雕轩	31.237560504756296	121.47021788788052	-	shops	0
6879	兰花专卖店	31.237560504756296	121.47021788788052	-	shops	0
6880	呈浩水族	31.237369687766	121.4702540225681	-	shops	0
6881	水族商行	31.237450009918135	121.47038945953675	-	shops	0
6882	小张虫宛	31.237369687766	121.4702540225681	-	shops	0
6883	生祥花卉	31.237144482585816	121.47051489717967	-	shops	0
6884	雅仪轩	31.237206379665	121.4704867996767	-	shops	0
6885	珊珊水族	31.2372243368263	121.4704737553403	-	shops	0
6886	新世界粮油店	31.237215535273325	121.47054699645173	-	shops	0
6887	晓尚鱼虫店	31.237108776059543	121.47061924281458	-	shops	0
6888	小王龟店	31.23718166003917	121.47058813441339	-	shops	0
6889	海景海洋馆	31.237344108964013	121.47040853114336	-	shops	0
6890	天驰水族	31.237348346592743	121.4704988269835	-	shops	0
6891	红玲水族	31.237419989081626	121.4703764193538	-	shops	0
6892	辰海花卉	31.23762201954069	121.47154826039086	-	shops	0
6893	华夏花鸟商店	31.237474645805932	121.47063325751371	-	shops	0
6894	古月轩	31.237474645805932	121.47063325751371	-	shops	0
6895	风华水族	31.23763772049289	121.47068942809037	-	shops	0
6896	金鱼批发店	31.23763772049289	121.47068942809037	-	shops	0
6897	寿荣园艺场	31.23762201954069	121.47154826039086	-	shops	0
6898	小施花店	31.23762201954069	121.47154826039086	-	shops	0
6899	璐璐阁	31.237714136650368	121.47085897904724	-	shops	0
6900	小胖工艺堂	31.237759704069614	121.47107970193387	-	shops	0
6901	JL3301服饰店	31.23779070326794	121.47108471580255	-	shops	0
6902	小林虫艺	31.237640482137635	121.47135060574152	-	shops	0
6903	顺心水族	31.237640482137635	121.47135060574152	-	shops	0
6904	大宋金鱼批发店	31.23784650627726	121.47214020242687	-	shops	0
6905	花木水族	31.23788567205708	121.47220842563225	-	shops	0
6906	精品果行	31.237921866339676	121.4722866825426	-	shops	0
6907	怡华水族	31.23790915348717	121.47239103054181	-	shops	0
6914	一兆韦德健身服饰(凤阳店)	31.240460187103036	121.46676548536475	-	shops	0
6915	竟丰实业	31.23907607405812	121.46802864908905	-	shops	0
6929	咏豪翡翠	31.238953986247672	121.46719899795603	-	shops	0
6931	源丰泰参茸大卖场(武胜路店)	31.235584704111826	121.47257082776197	-	shops	0
6932	海鸥名酒名烟店	31.23545971865038	121.47329324969476	-	shops	0
6933	择	31.235498462005104	121.47246648784304	-	shops	0
6934	花神网精品花艺生活馆	31.235491809152975	121.47259391258186	-	shops	0
6935	鑫怡食品商店	31.23580360404574	121.47182834301198	-	shops	0
6936	全家便利店(凤阳路店)	31.241795687789118	121.47213283996243	-	shops	0
7831	力宝广场	31.231741099037762	121.47751989144884	26	shops	145
7832	Louis Vuitton(力宝广场店)	31.232480454400854	121.47776868214778	28	shops	9176
7834	Aimerfeel(353广场店)	31.244591266840796	121.48555987442018	27	shops	217
7840	LOVE&LOVE(353广场店)	31.244591266840796	121.48555987442018	23	shops	516
7856	W Closet(353广场店)	31.244591266840796	121.48555987442018	23	shops	0
7860	飞蛋超市(大沽路店)	31.233520024944816	121.46818362456226	21	shops	33
7862	倍美丛(353广场店)	31.244591266840796	121.48555987442018	20	shops	242
7863	南迦巴瓦户外	31.244591266840796	121.48555987442018	25	shops	989
7864	CACHE CACHE(353广场店)	31.244591266840796	121.48555987442018	23	shops	0
7866	RABEANCO(353广场店)	31.244591266840796	121.48555987442018	21	shops	1539
7873	BANANA CHIPPY A JOLLY MONKEY	31.244591266840796	121.48555987442018	19	shops	0
7886	Zippo(353广场店)	31.244591266840796	121.48555987442018	18	shops	248
7889	Happy House(353广场店)	31.244591266840796	121.48555987442018	18	shops	0
7890	LACOSTE(353广场店)	31.244591266840796	121.48555987442018	17	shops	953
7891	2%(353广场店)	31.244591266840796	121.48555987442018	16	shops	0
7894	上海博物馆商店(人民广场总店)	31.23562585236528	121.47807045076678	18	shops	0
7903	万商羽绒博览(人民广场店)	31.23430204326403	121.47284786079011	19	shops	0
7907	FILA(353广场店)	31.244591266840796	121.48555987442018	13	shops	0
7914	暇步士(353广场店)	31.244591266840796	121.48555987442018	15	shops	0
7921	Guess(353广场店)	31.244591266840796	121.48555987442018	15	shops	880
7926	时间廊(353广场店)	31.244591266840796	121.48555987442018	12	shops	0
7927	EXPRESS(353广场店)	31.244591266840796	121.48555987442018	12	shops	0
7949	Lyle&Scott(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
7950	杰尼亚(力宝广场店)	31.232480454400854	121.47776868214778	-	shops	0
7952	RIMOWA(力宝广场店)	31.231683944846747	121.47816812326073	-	shops	0
7967	OILILY(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
7973	ROEM(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
7979	corona	31.244591266840796	121.48555987442018	-	shops	0
7981	mkt	31.23288584256225	121.48044690570615	-	shops	0
7991	Movie House(大沽路店)	31.23337563844447	121.46800907476751	-	shops	0
7992	华氏大药房(成都北路店)	31.236777624802915	121.46936918466555	-	shops	0
7993	雷西大药房(诚都药店)	31.233382171988964	121.46821573989855	-	shops	0
7998	NE·TIGER	31.231886819850246	121.47815706790387	-	shops	0
8016	du Monde	31.244591266840796	121.48555987442018	-	shops	0
8019	日春茶业(大沽路店)	31.233808413545816	121.46914972567063	-	shops	0
8025	马立斯菜场	31.23447798786092	121.4721164117317	-	shops	0
8031	True Man钨金饰品专卖店	31.244591266840796	121.48555987442018	-	shops	0
8035	G.M/ID(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8036	KARL KANI(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8045	雷允上生馨血制品药店(成都北路...	31.238445808529683	121.46934897598278	-	shops	0
8050	杰尼轩诗(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8055	I CUTE	31.244591266840796	121.48555987442018	-	shops	0
8089	世話(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8091	Ebase(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8092	PONY(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8093	兴旺水果店	31.233857244766845	121.47247666212765	-	shops	0
8094	Boree(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8095	友好花卉园艺	31.234197776926216	121.47199001633984	-	shops	0
8096	马立斯香烛店	31.233930157205982	121.47133988799098	-	shops	0
8098	城市丽人	31.244591266840796	121.48555987442018	-	shops	0
8101	Beth London	31.244591266840796	121.48555987442018	-	shops	0
8102	Imaroon	31.244591266840796	121.48555987442018	-	shops	0
8103	鹿游记创意家居装饰店(353广场店...	31.244591266840796	121.48555987442018	-	shops	0
8104	Theme(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8107	信则达珠宝	31.235197988362867	121.47625928734921	-	shops	0
8125	Crocs(淮海中路店)	31.226290505046517	121.4647062014686	-	shops	0
8129	聚蟹大闸蟹	31.23404087063315	121.47310875417864	-	shops	0
8132	Big Movie       head shop	31.233520045787692	121.46819165042854	-	shops	0
8150	卡莎布兰卡(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8152	Seven Stars(南京东路店)	31.244591266840796	121.48555987442018	-	shops	0
8153	红星眼镜(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8154	新秀丽(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8159	Crocs(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8160	LOMO(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8167	联华快客(大沽路店)	31.233784127658264	121.46903635971454	-	shops	0
8168	好德便利(大沽店)	31.233439834912975	121.46886382973517	-	shops	0
8172	联华快客(连云店)	31.232459416416475	121.47487181404097	-	shops	0
8177	可的(大沽店)	31.234342715584198	121.47347094006572	-	shops	0
8178	良友金伴(重庆北路店)	31.233991023319287	121.4720462204698	-	shops	0
8181	68	31.244591266840796	121.48555987442018	-	shops	0
8191	BE U潮裤	31.244591266840796	121.48555987442018	-	shops	0
8195	Qggle(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8196	耐克(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8200	纯粹生活(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8258	W+M(353店)	31.244591266840796	121.48555987442018	-	shops	0
8260	BODY POPS(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8264	CONNIE & CO(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8265	ONLY(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8266	碧修堂(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8267	TISSOT(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8268	LEVI'S(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8269	青松堂	31.23391385027195	121.47271043578506	-	shops	0
8270	斯新烟杂店	31.234170791690037	121.47310171955898	-	shops	0
8272	D调show	31.233930157205982	121.47133988799098	-	shops	0
8273	宜丰水果店	31.233979002342487	121.47166395491044	-	shops	0
8274	百信杂货	31.23408198138535	121.47204621265989	-	shops	0
8275	新视眼镜	31.234162766090357	121.47197998607201	-	shops	0
8276	冠生园蜂制品专卖(重庆北路店)	31.23447798786092	121.4721164117317	-	shops	0
8282	韵泓筷子(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8286	古今内衣(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8287	Ciaobella	31.244591266840796	121.48555987442018	-	shops	0
8288	Rebel Spirit	31.244591266840796	121.48555987442018	-	shops	0
8289	申邮通讯	31.244591266840796	121.48555987442018	-	shops	0
8290	高邦(353广场店)	31.244591266840796	121.48555987442018	-	shops	0
8291	BCBGIRLS(九光百货店)	31.23174026549009	121.44843826174323	-	shops	0
8294	茗陶园茶庄	31.234262332482977	121.47331642967126	-	shops	0
8300	联华快客(成都北路店)	31.234356706094943	121.46897611520423	-	shops	0
8306	老介福家纺(重庆北路店)	31.23426335417287	121.47221575998614	-	shops	0
8307	红岩商店	31.234307890761492	121.47205120990694	-	shops	0
8320	Gentry	31.231886819850246	121.47815706790387	-	shops	0
8323	全家便利店(金陵中路店)	31.23266896339623	121.47833661925326	-	shops	0
8363	乐果都	31.25112312440137	121.4834227672856	-	shops	0
8370	I.P.ZONE(名店街店)	31.238464915673003	121.47748720524736	-	shops	0
8371	新宇亨得力	31.233088256049204	121.48097472655972	-	shops	0
8373	卡地亚服务中心	31.220481296153135	121.45175292037086	-	shops	0
9321	寺库	31.23922311257112	121.46493781650913	14	shops	16930
9341	捷安特(北京西路店)	31.241416616343244	121.46513725379326	-	shops	0
9347	冰雪皇后	31.238896777978432	121.46474524156457	-	shops	0
9491	赫鱼	31.238938494685318	121.46503815553092	-	shops	0
9493	奥黛利(南京西路店)	31.238903033867665	121.46524581054726	-	shops	0
9529	含丰便利店	31.23478687267407	121.46522710504188	-	shops	0
11472	Hollister	31.2409755838069	121.47884265537286	27	shops	486
11473	Charles & Keith(来福士店)	31.2409755838069	121.47884265537286	25	shops	408
11474	NOVO(来福士店)	31.240064501687076	121.47831190286381	26	shops	541
11475	大众书局(福州路店)	31.240515067400498	121.48174779314127	25	shops	46
11476	STELLA LUNA(来福士店)	31.2409755838069	121.47884265537286	27	shops	1404
11477	我爱运动网	31.241412652432224	121.48034683045945	29	shops	323
11479	STAYREAL(来福士店)	31.240837540137314	121.47809509059009	30	shops	374
11481	巴黎三城(来福士店)	31.240064501687076	121.47831190286381	24	shops	348
11483	Bread N Butter(来福士广场店)	31.239909076380762	121.47919897782027	25	shops	831
11484	THOMAS SABO(来福士店)	31.2409755838069	121.47884265537286	29	shops	911
11486	圆声带(上海 人民广场店)	31.24093947977567	121.48161027607547	27	shops	573
11487	乐纷(来福士店)	31.24043291326184	121.47816235658132	27	shops	232
11488	LACOSTE(来福士店)	31.240486787161498	121.47812622766182	28	shops	1006
11489	BANANA CHIPPY A JOLLY MONKEY(...	31.24043291326184	121.47816235658132	27	shops	0
11490	Mac&Jac(来福士店)	31.2409755838069	121.47884265537286	30	shops	459
11492	佐丹奴概念店(来福士店)	31.2409755838069	121.47884265537286	25	shops	307
11493	Miss Sixty(来福士店)	31.2409755838069	121.47884265537286	26	shops	1542
11494	施华洛世奇(来福士广场店)	31.240486787161498	121.47812622766182	25	shops	1341
11497	来福士广场	31.2409755838069	121.47884265537286	23	shops	321
11500	漫佳动漫城	31.24049361660066	121.4808887956064	25	shops	80
11501	Agnes b(来福士店)	31.2409755838069	121.47884265537286	24	shops	1650
11502	Folli Follie(来福士店)	31.2409755838069	121.47884265537286	22	shops	1886
11505	Guess(来福士店)	31.2409755838069	121.47884265537286	23	shops	1143
11506	启路文化生活馆(福州路店)	31.24049361660066	121.4808887956064	25	shops	26
11508	TOUGH(来福士店)	31.2409755838069	121.47884265537286	26	shops	942
11510	LEVI'S(来福士店)	31.2409755838069	121.47884265537286	25	shops	773
11511	EVISU(来福士店)	31.239909076380762	121.47919897782027	25	shops	1778
11512	IZZUE(来福士广场店)	31.2409755838069	121.47884265537286	24	shops	891
11513	上海音乐书店(福州路店)	31.24014913716387	121.48066604899357	24	shops	50
11517	vans(来福士店)	31.239909076380762	121.47919897782027	26	shops	436
11518	STACCATO(来福士店)	31.2409755838069	121.47884265537286	25	shops	707
11521	Aliare(来福士店)	31.239909076380762	121.47919897782027	21	shops	476
11522	TEST TUBE(来福士店)	31.240064501687076	121.47831190286381	24	shops	719
11523	匡威(来福士店)	31.240486787161498	121.47812622766182	24	shops	332
11525	中福古玩城	31.24106096095018	121.48249235486007	21	shops	0
11529	P.A.C(来福士旗舰店)	31.2409755838069	121.47884265537286	24	shops	320
11530	Calvin Klein Jeans(来福士店)	31.2409755838069	121.47884265537286	23	shops	685
11534	OLIVE des OLIVE(来福士店)	31.240486787161498	121.47812622766182	22	shops	442
11536	江南布衣(来福士店)	31.2409755838069	121.47884265537286	22	shops	492
11537	今声图书广场	31.239710939822206	121.47947193947519	22	shops	0
11540	第一食品商店(南东店)	31.2432789388345	121.47898394682214	22	shops	81
11541	非常手机(人民广场店)	31.241107583079607	121.47992238198425	20	shops	2703
11543	KATE SPADE(来福士店)	31.2409755838069	121.47884265537286	28	shops	0
11547	Tutuanna(来福士店)	31.2409755838069	121.47884265537286	19	shops	175
11550	G2000(来福士店)	31.2409755838069	121.47884265537286	21	shops	792
11551	好望角数码	31.241412652432224	121.48034683045945	22	shops	3124
11556	Initial(西藏中路店)	31.2409755838069	121.47884265537286	30	shops	0
11557	AGATHA(来福士店)	31.2409755838069	121.47884265537286	20	shops	817
11558	屈臣氏(来福士店)	31.24043291326184	121.47816235658132	20	shops	79
11559	ZARA(西藏中路店)	31.239164591978767	121.47926125679612	20	shops	385
11562	新佰伦(来福士店)	31.240215370838964	121.47828981391604	28	shops	0
11563	Hiroshima(来福士店)	31.2409755838069	121.47884265537286	26	shops	708
11565	Hello Kitty(来福士店)	31.24043291326184	121.47816235658132	22	shops	351
11567	DAZZLE(来福士店)	31.2409755838069	121.47884265537286	27	shops	872
11569	i.t(来福士广场店)	31.2409755838069	121.47884265537286	19	shops	878
11570	LOVE&LOVE(来福士店)	31.24043291326184	121.47816235658132	19	shops	470
11572	Fashion Gallery by Collect Poi...	31.2409755838069	121.47884265537286	20	shops	479
11573	GAP(南京东路店)	31.244973979699115	121.48654534039011	20	shops	300
11574	可洛丝(来福士店)	31.239910080766453	121.47849253841794	25	shops	695
11575	WHAT FOR(来福士店)	31.240486787161498	121.47812622766182	25	shops	908
11576	大嘴猴(来福士广场店)	31.2409755838069	121.47884265537286	29	shops	0
11578	BDuck(来福士店)	31.239909076380762	121.47919897782027	32	shops	128
11579	希思黎(来福士店)	31.2409755838069	121.47884265537286	27	shops	810
11581	EYE MANY隐形眼镜连锁店	31.241412652432224	121.48034683045945	20	shops	107
11583	Swatch(来福士店)	31.2409755838069	121.47884265537286	20	shops	680
11584	Quiksilver(来福士店)	31.240064501687076	121.47831190286381	22	shops	0
11587	b+ab(来福士广场店)	31.2409755838069	121.47884265537286	20	shops	671
11590	欧时力(来福士店)	31.2409755838069	121.47884265537286	22	shops	890
11592	Iseya(来福士店)	31.2409755838069	121.47884265537286	26	shops	250
11597	金泥美术用品	31.241386985846702	121.48324497111894	28	shops	77
11598	联华超市(浙江中路店)	31.240302242070857	121.48177490612642	22	shops	30
11599	娜圣莎	31.2409755838069	121.47884265537286	27	shops	440
11600	FIVE PLUS+(来福士店)	31.240486787161498	121.47812622766182	22	shops	820
11603	5cm(来福士店)	31.2409755838069	121.47884265537286	21	shops	719
11604	Motivi(来福士店)	31.2409755838069	121.47884265537286	20	shops	400
11606	ABLE(来福士店)	31.240064501687076	121.47831190286381	21	shops	0
11612	IORI(来福士店)	31.2409755838069	121.47884265537286	20	shops	0
11614	Sunglass Hut	31.2409755838069	121.47884265537286	22	shops	0
11615	马克华菲(来福士店)	31.2409755838069	121.47884265537286	19	shops	534
11616	Louisa M(来福士店)	31.2409755838069	121.47884265537286	24	shops	0
11617	Dyrberg/Kern(来福士店)	31.2409755838069	121.47884265537286	24	shops	0
11619	亨利屋家族(来福士店)	31.2409755838069	121.47884265537286	26	shops	0
11621	Bauhaus(来福士店)	31.240486787161498	121.47812622766182	23	shops	0
11624	Q`GGLE(来福士店)	31.239909076380762	121.47919897782027	21	shops	0
11625	SOERU(来福士店)	31.2409755838069	121.47884265537286	22	shops	0
11630	全家便利店(云南店)	31.237878265444966	121.48069835515022	23	shops	14
11631	U'db(来福士店)	31.2409755838069	121.47884265537286	23	shops	728
11633	趣游户外店	31.241412652432224	121.48034683045945	19	shops	454
11637	诺基亚(来福士店)	31.240215370838964	121.47828981391604	22	shops	0
11641	CnE(来福士店)	31.239910080766453	121.47849253841794	24	shops	0
11645	APPLE SHOP	31.240215370838964	121.47828981391604	21	shops	0
11648	华联超市(浙江中路店)	31.24379253722254	121.47998236110676	21	shops	16
11651	HappyTEE(人广店)	31.239212681584608	121.47894716679764	22	shops	208
11653	淘书公社	31.239644041442542	121.47949703209221	23	shops	15
11659	明天特价书店	31.239989099920262	121.48027670809451	19	shops	0
11665	文韬书店	31.240652864048275	121.48308747976566	24	shops	0
11668	7-11便利店(中福店)	31.242279855876085	121.48020526438012	20	shops	14
11669	名人眼镜	31.243619938770774	121.48114743096642	19	shops	125
11670	A02(来福士店)	31.2409755838069	121.47884265537286	20	shops	0
11672	汕头书屋	31.239603298120965	121.47922810466677	18	shops	0
11675	古今内衣(迪美店)	31.23662120858639	121.47549155627365	22	shops	181
11687	全家便利店(浙江中路店)	31.245347492959034	121.47915636629754	25	shops	12
11699	澳西奴(宏伊广场店)	31.245037425227128	121.48670690950179	17	shops	141
11702	Lily(南京东路店)	31.24361852559208	121.48135214571487	15	shops	0
11703	G-STAR RAW(来福士店)	31.240486787161498	121.47812622766182	20	shops	0
11706	班尼路(南京东路二店)	31.24367823212347	121.48195625298055	19	shops	156
11707	Mango(来福士店)	31.2409755838069	121.47884265537286	19	shops	388
11709	Mind Bridge(来福士店)	31.2409755838069	121.47884265537286	19	shops	1017
11710	Katie Judith(西藏中路店)	31.240486787161498	121.47812622766182	16	shops	0
11714	VERO MODA(来福士店)	31.2409755838069	121.47884265537286	18	shops	587
11715	ONLY(来福士店)	31.2409755838069	121.47884265537286	16	shops	371
11716	729汕头书店	31.239581132141893	121.47916589137355	16	shops	0
11717	KUHLE(来福士店)	31.240064501687076	121.47831190286381	17	shops	445
11721	Sfenth(来福士店)	31.2409755838069	121.47884265537286	17	shops	0
11722	Phiten(来福士店)	31.242450792650207	121.47737648525388	18	shops	0
11729	KAPO(来福士店)	31.24043291326184	121.47816235658132	20	shops	0
11730	Carlari(来福士店)	31.2409755838069	121.47884265537286	17	shops	490
11731	爱意(来福士店)	31.2409755838069	121.47884265537286	20	shops	0
11732	天美意(来福士店)	31.240486787161498	121.47812622766182	19	shops	0
11734	喜士多(云南中路二店)	31.24167890732949	121.47871615868229	17	shops	14
11740	GOZO(来福士店)	31.2409755838069	121.47884265537286	20	shops	0
11741	Le Saunda(来福士店)	31.2409755838069	121.47884265537286	15	shops	0
11743	Yes & No手工原创超市	31.24043291326184	121.47816235658132	16	shops	185
11745	铭睛眼镜会所	31.241975063706537	121.48267190707914	12	shops	931
11746	麦考林(353广场店)	31.244591266840796	121.48555987442018	15	shops	153
11750	Fox(来福士店)	31.2409755838069	121.47884265537286	16	shops	256
11751	耐克(来福士店)	31.240486787161498	121.47812622766182	16	shops	545
11754	STAMP WATCH(来福士店)	31.239909076380762	121.47919897782027	15	shops	0
11757	Tapenade(来福士店)	31.239909076380762	121.47919897782027	17	shops	469
11761	SPORT 100(来福士店)	31.240064501687076	121.47831190286381	16	shops	0
11766	Jack&Jones(来福士店)	31.2409755838069	121.47884265537286	15	shops	0
11775	洛卡小镇(来福士店)	31.240486787161498	121.47812622766182	13	shops	0
11788	喜士多(广西北路店)	31.241311313689476	121.47986014864719	16	shops	0
11789	百米香榭	31.241312904064372	121.48111953034676	13	shops	830
11791	Accessorize(来福士店)	31.24043291326184	121.47816235658132	14	shops	0
11793	JOCKEY(来福士店)	31.240064501687076	121.47831190286381	13	shops	207
11794	Ebase(来福士店)	31.240486787161498	121.47812622766182	13	shops	0
11795	TWICE(来福士店)	31.24043291326184	121.47816235658132	11	shops	0
11797	银镇(来福士店)	31.2409755838069	121.47884265537286	15	shops	0
11799	7 princess(来福士店)	31.2409755838069	121.47884265537286	14	shops	0
11800	生态家(来福士店)	31.2409755838069	121.47884265537286	9	shops	1255
11801	贝拉维拉(福州路店)	31.241195631887006	121.48274623446471	13	shops	0
11804	东方激光电脑音像书店	31.241438993501717	121.48290978823094	15	shops	0
11808	ESPRIT(来福士店)	31.2409755838069	121.47884265537286	10	shops	0
11819	REPLAY(来福士店)	31.239909076380762	121.47919897782027	13	shops	0
11821	PUMA(来福士店)	31.240486787161498	121.47812622766182	13	shops	0
11829	全家便利店(湖北路一店)	31.240854717122808	121.48306839547101	12	shops	0
11831	阿加莎土特产	31.243685291431362	121.47917356766035	15	shops	0
11834	月光馆(来福士店)	31.2409755838069	121.47884265537286	9	shops	0
11835	茂昌眼镜(来福士店)	31.240064501687076	121.47831190286381	10	shops	0
11843	李宁(来福士店)	31.240215370838964	121.47828981391604	5	shops	0
11845	万达奴(福州路店)	31.24058252381652	121.48191738079119	3	shops	0
11846	Ck Storm(来福士店)	31.240064501687076	121.47831190286381	-	shops	0
11847	Abercrombie Fitch A&F Holliste...	31.240064501687076	121.47831190286381	-	shops	0
11848	Lowrys Farm	31.239909076380762	121.47919897782027	-	shops	0
11850	PARKER(福州路二店)	31.240617897142368	121.48205285208942	-	shops	0
11852	AZUL BY MOUSSY(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11853	烟花鞭炮专卖店	31.23931549574298	121.47889798814732	-	shops	0
11855	佐川藤井	31.239909076380762	121.47919897782027	-	shops	0
11856	瑞贝卡时尚假发(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11857	MLB(来福士店)	31.240486787161498	121.47812622766182	-	shops	0
11858	CK(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11860	爱润补发织发假发中心(汉口路店)	31.241975063706537	121.48267190707914	-	shops	3918
11863	法国站	31.238131703516196	121.4794871268209	-	shops	0
11869	YONEX(来福士店)	31.240215370838964	121.47828981391604	-	shops	0
11870	三叶草(来福士店)	31.240215370838964	121.47828981391604	-	shops	0
11871	中华旗袍店	31.24188035521184	121.48206378276518	-	shops	877
11872	Beberose(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11874	Seoul gold	31.2409755838069	121.47884265537286	-	shops	1715
11876	SWISSWIN(来福士店)	31.240486787161498	121.47812622766182	-	shops	0
11879	DKNY Jeans(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11880	LAMY(来福士广场店)	31.240486787161498	121.47812622766182	-	shops	0
11881	丽影音响广场	31.244013048538267	121.4801970881091	-	shops	0
11882	椰林花店	31.241706613270477	121.48142957919741	-	shops	0
11883	Holland & Barrett(宏伊广场店)	31.245037425227128	121.48670690950179	-	shops	0
11886	Marc Jacobs(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11887	RANDA(来福士广场店)	31.239909076380762	121.47919897782027	-	shops	482
11888	Mu(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11892	杰灵羽绒服	31.24475851931251	121.48118044909167	-	shops	0
11893	Abahouse Devinette(西藏中路店)	31.240837540137314	121.47809509059009	-	shops	0
11894	求是眼镜店	31.243619938770774	121.48114743096642	-	shops	0
11896	贝拉米鲜花店(福州路店)	31.242089975050813	121.48644021207988	-	shops	0
11897	Max&Co.(来福士店)	31.240486787161498	121.47812622766182	-	shops	0
11899	先达数码	31.241412652432224	121.48034683045945	-	shops	0
11901	KAKATOO(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11904	LIZ LISA doll	31.239909076380762	121.47919897782027	-	shops	0
11906	LOLLIPOPS(来福士店)	31.240837540137314	121.47809509059009	-	shops	0
11909	楼兰典藏新疆特产品专营店	31.241106190983455	121.48153600224468	-	shops	146
11910	THE NORTH FACE(来福士店)	31.240215370838964	121.47828981391604	-	shops	0
11911	DEVIL NUT(来福士店)	31.239910080766453	121.47849253841794	-	shops	0
11914	Trendiano(来福士广场店)	31.240064501687076	121.47831190286381	-	shops	0
11915	W Closet(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11916	collectpoint(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11917	FRENCH CONNECTION(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11919	ALDO(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11921	Sandwich(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11922	文武体育用品商店(浙江中路店)	31.24436607274095	121.47991006121343	-	shops	0
11923	GIORDANO LADIES(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11925	OnitsukaTiger(来福士店)	31.240215370838964	121.47828981391604	-	shops	0
11928	冰点数码	31.241975063706537	121.48267190707914	-	shops	0
11929	NIXON(来福士店)	31.239909076380762	121.47919897782027	-	shops	0
11931	Bape Store	31.240486787161498	121.47812622766182	-	shops	0
11935	回力(浙江中路店)	31.24446519875489	121.47961803996975	-	shops	0
11937	Login(来福士店)	31.24043291326184	121.47816235658132	-	shops	0
11938	Cheap Monday	31.2409755838069	121.47884265537286	-	shops	0
11939	Le tutu(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11940	Lachapelle Sport	31.2409755838069	121.47884265537286	-	shops	0
11942	CHEVIGNON(来福士店)	31.2409755838069	121.47884265537286	-	shops	0
11943	Wrangler(来福士店)	31.240064501687076	121.47831190286381	-	shops	0
11945	STAGE89	31.239909076380762	121.47919897782027	-	shops	0
